method,K,instance,objective,full_objective,objective_ratio,time,success,signed_nullspace_obj,x_std_norm,y_support_dim,case,title,family,intrinsic_K,message
SGA,5,mincostflow_test_00000,500.71274214900046,504.11720032943583,0.9932466930741292,0.0098819999257102,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00001,500.2793421851651,502.6299979516808,0.995323287953176,0.012038099928759,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00002,500.5426288610653,502.8604746565826,0.9953906781058898,0.0101505999919027,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00003,500.9653428884262,504.3802279732369,0.9932295421283012,0.0131611000979319,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00004,500.821975483045,503.2312119020608,0.99521246623414,0.0055080000311136,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00005,500.27402707483145,503.5718944320505,0.9934510496044692,0.0096800999017432,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00006,500.7970010993527,503.8198858076877,0.9940000686882596,0.0100221999455243,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00007,500.4336794854995,503.0799918289378,0.9947397781934884,0.0076831999467685,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00008,500.7188582139801,502.8993427448796,0.9956641730351086,0.0103488999884575,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00009,500.8085456935978,503.1277898287378,0.995390347776398,0.0103310000849887,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00010,500.66420680956446,503.1313859848569,0.9950963520781694,0.0104341999394819,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
SGA,5,mincostflow_test_00011,500.8207397287412,504.32660550268497,0.993048421924024,0.0097343000816181,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00000,330.0003335982917,504.1172003294352,0.6546103433539662,0.0127170999767258,1.0,330.0003335982917,18.973665829244588,92.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00001,330.00033334824474,502.6299979516807,0.6565472309513223,0.0115915000205859,1.0,330.00033334824474,18.973665829244585,95.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00002,330.0003332353836,502.86047465658174,0.6562463145681724,0.0130251999944448,1.0,330.0003332353836,18.97366582924461,99.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00003,330.00033387718105,504.3802279732344,0.6542689732371765,0.0245672999881207,1.0,330.00033387718105,18.973665829244588,96.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00004,330.0003331522833,503.2312119020617,0.6557628488602324,0.0141216000774875,1.0,330.0003331522833,18.973665829244595,92.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00005,330.00033334399217,503.571894432046,0.6553192046513703,0.0171736000338569,1.0,330.00033334399217,18.97366582924459,92.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00006,330.00033376033423,503.8198858076854,0.6549966427611388,0.0139041000511497,1.0,330.00033376033423,18.97366582924459,92.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00007,330.00033328950354,503.0799918289372,0.6559599639210336,0.025444500031881,1.0,330.00033328950354,18.973665829244588,96.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00008,330.0003333292857,502.89934274486944,0.6561955947846629,0.0108714000089094,1.0,330.0003333292857,18.9736658292446,96.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00009,330.00033348446885,503.1277898287347,0.6558976469910385,0.0134000000543892,1.0,330.00033348446885,18.973665829244595,99.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00010,330.0003333918133,503.1313859848548,0.6558929587464594,0.0128441000124439,1.0,330.0003333918133,18.973665829244617,102.0,mincostflow,MinCostFlow,mincostflow,,
CostOnly,5,mincostflow_test_00011,330.00033374683767,504.3266055026824,0.654338538054944,0.010413400013931,1.0,330.00033374683767,18.97366582924459,101.0,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00000,330.0,504.11720032943583,0.6546096816064758,0.0077091000275686,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00001,330.0,502.6299979516808,0.6565465677433041,0.0071167000569403,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00002,330.0,502.8604746565826,0.6562456518885605,0.0063764000078663,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00003,330.0,504.3802279732369,0.6542683112818416,0.0052935999119654,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00004,330.0,503.2312119020608,0.6557621868339615,0.007139699999243,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00005,330.0,503.5718944320505,0.6553185426922761,0.0072322000050917,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00006,330.0,503.8198858076877,0.6549959803015076,0.0057295999722555,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00007,330.0,503.0799918289378,0.6559593014230028,0.0087859999621286,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00008,330.0,502.8993427448796,0.6561949319695348,0.0074964000377804,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00009,330.0,503.1277898287378,0.6558969841684363,0.0075443999376147,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00010,330.0,503.1313859848569,0.6558922961127539,0.007612399989739,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00011,330.0,504.32660550268497,0.654337876287677,0.0075416000327095,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00000,330.0,504.11720032943583,0.6546096816064758,0.0058412000071257,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00001,330.0,502.6299979516808,0.6565465677433041,0.0073692000005394,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00002,330.0,502.8604746565826,0.6562456518885605,0.0075123000424355,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00003,330.0,504.3802279732369,0.6542683112818416,0.0071696999948471,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00004,330.0,503.2312119020608,0.6557621868339615,0.0070213999133557,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00005,330.0,503.5718944320505,0.6553185426922761,0.0051026999717578,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00006,330.0,503.8198858076877,0.6549959803015076,0.0073737000348046,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
